date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2017-12-18,sh.600000,12.6500,6.836874,0.958357,2.255356,-1.994477
2017-12-19,sh.600000,12.7500,6.890921,0.965933,2.273185,-2.010244
2017-12-20,sh.600000,12.7300,6.880112,0.964417,2.269619,-2.007090
2017-12-21,sh.600000,12.7000,6.863898,0.962145,2.264271,-2.002360
2017-12-22,sh.600000,12.6200,6.820661,0.956084,2.250008,-1.989747
2017-12-25,sh.600000,12.5900,6.804447,0.953811,2.244659,-1.985017
2017-12-26,sh.600000,12.6400,6.831470,0.957599,2.253573,-1.992900
2017-12-27,sh.600000,12.6200,6.820661,0.956084,2.250008,-1.989747
2017-12-28,sh.600000,12.5400,6.777423,0.950023,2.235744,-1.977134
2017-12-29,sh.600000,12.5900,6.804447,0.953811,2.244659,-1.985017
